company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
"Mid-America Steel Erectors, Inc.",Wayne,IL,"	60184",CMS,WBE,Caucasian,Female,"Ornamental Ironwork; Steel, Reinforcing, Mesh","Mid-America Steel Erectors, Inc.",Wayne,IL,60184,Chicago,WBE,Caucasian,"NAICS	238120	Iron work, structural, contractor; NAICS	238120	Structural steel erecting or iron work contractors; NAICS	238190	Ornamental metal work installation","Mid-America Steel Erectors, Inc.",Wayne,IL,60184,Chicago,WBE,"NAICS	238120	Iron work, structural, contractor; NAICS	238120	Structural steel erecting or iron work contractors; NAICS	238190	Ornamental metal work installation"
"Mid-America Steel Erectors, Inc.",Wayne,IL,"	60184",CMS,WBE,Caucasian,Female,"Ornamental Ironwork; Steel, Reinforcing, Mesh","Mid-America Steel Erectors, Inc.",Wayne,IL,60184,Chicago,WBE,Caucasian,"NAICS	238120	Iron work, structural, contractor; NAICS	238120	Structural steel erecting or iron work contractors; NAICS	238190	Ornamental metal work installation","Mid-America Steel Erectors, Inc.",Wayne,IL,60184,Chicago,WBE,"NAICS	238120	Iron work, structural, contractor; NAICS	238120	Structural steel erecting or iron work contractors; NAICS	238190	Ornamental metal work installation"
"Mid-City Heating And Air Conditioning, Inc.",Chicago,IL,"	60620",CMS,MBE,African American,Female,"91450	Heating, Ventilating and Air Conditioning (HVAC)","Mid-City Heating And Air Conditioning, Inc.",Chicago,IL,60620,Chicago,MBE,African American,"NAICS 238220 Plumbing, Heating, and Air-Conditioning Contractors","Mid-City Heating And Air Conditioning, Inc.",Chicago,IL,60620,Chicago,MBE,"NAICS 238220 Plumbing, Heating, and Air-Conditioning Contractors"
"Midway Contracting Group, LLC.",Tinley Park,IL,"	60477",CMS,MBE,Hispanic,Male,"90976	Site Work ; 92678	Remediation Services, Environmental, Including Rehabilitation Services Hazardous Waste and Mold Remediation","Midway Contracting Group, LLC.",Tinley Park,IL,60477,Cook County,MBE,Hispanic American,Construction:  Asbestos and Lead Abatement; Environmental Remediation; and Interior Demolition,"Midway Contracting Group, LLC.",Tinley Park,IL,60477,Cook County,MBE,Construction:  Asbestos and Lead Abatement; Environmental Remediation; and Interior Demolition
"Midwest Business Consulting, LLC",Bedford Park,IL,"	60638",CMS,SDVOSB,Caucasian,Male,"Project Management Software, Microcomputer; Project Management Software, Mainframes and Server ; CONSULTING SERVICES; Business Consulting; Project Management Services","Midwest Business Consulting, LLC",Bedford Park,IL,60638,Chicago,VBE,Caucasian,541611 Administrative Management and General Management Consulting,"Midwest Business Consulting, LLC",Bedford Park,IL,60638,Cook County,VBE,Consulting:  Business Management Consulting Services
"Midwest Business Consulting, LLC",Bedford Park,IL,"	60638",CMS,SDVOSB,Caucasian,Male,"Project Management Software, Microcomputer; Project Management Software, Mainframes and Server ; CONSULTING SERVICES; Business Consulting; Project Management Services","Midwest Business Consulting, LLC",Bedford Park,IL,60638,Cook County,VBE,Caucasian,Consulting:  Business Management Consulting Services,"Midwest Business Consulting, LLC",Bedford Park,IL,60638,Cook County,VBE,Consulting:  Business Management Consulting Services
"Midwest Business Consulting, LLC",Bedford Park,IL,"	60638",CMS,SDVOSB,Caucasian,Male,"Project Management Software, Microcomputer; Project Management Software, Mainframes and Server ; CONSULTING SERVICES; Business Consulting; Project Management Services","Midwest Business Consulting, LLC",Bedford Park,IL,60638,Chicago,VBE,Caucasian,541611 Administrative Management and General Management Consulting,"Midwest Business Consulting, LLC",Bedford Park,IL,60638,Chicago,VBE,541611 Administrative Management and General Management Consulting
"Midwest Business Consulting, LLC",Bedford Park,IL,"	60638",CMS,SDVOSB,Caucasian,Male,"Project Management Software, Microcomputer; Project Management Software, Mainframes and Server ; CONSULTING SERVICES; Business Consulting; Project Management Services","Midwest Business Consulting, LLC",Bedford Park,IL,60638,Cook County,VBE,Caucasian,Consulting:  Business Management Consulting Services,"Midwest Business Consulting, LLC",Bedford Park,IL,60638,Chicago,VBE,541611 Administrative Management and General Management Consulting
Midwest Drywall and Acoustical C Inc,Marengo,IL,"	60152",CMS,MBE,Hispanic,Male,"Acoustical Ceilings and Walls: Cleaning, Installation, Restoration, Maintenance and Repair (Including Panel Wall Systems); Carpentry; Insulation; Painting and Wallpapering; ",Midwest Drywall and Acoustical C Inc,Marengo,IL,60152,Chicago,MBE,Hispanic/Latino,"Carpentry, Framing; Drywall and Insulation; Painting, Wallpapering",Midwest Drywall and Acoustical C Inc,Marengo,IL,60152,Chicago,MBE,"Carpentry, Framing; Drywall and Insulation; Painting, Wallpapering"
"Midwest Educational Furnishings, Inc.",Kildeer,IL,"	60047",CMS,WBE,Caucasian,Female,"NIGP	31000	ENVELOPES, PLAIN (SEE CLASSES 525, 615, 640, 655, 665, AND 966 FOR OTHER TYPES); NIGP	31030	Envelopes, Plain, Stock Sizes; NIGP	42086	Schoolroom Furniture; Plastic, Polypropylene, Fiberglass Type: Cabinets, Chairs, Desks, etc., Including Stacking Types; NIGP	42500	FURNITURE: OFFICE; NIGP	61500	OFFICE SUPPLIES, GENERAL; NIGP	64535	Cover Stock, Including Recycled; NIGP	64633	Copy Paper, Specialized High Speed, Including Recycled,, Environmentally Certified Products","Midwest Educational Furnishings, Inc.",Kildeer,IL,60047,Chicago,WBE,Caucasian,"NAICS	423210	Furniture Merchant Wholesalers","Midwest Educational Furnishings, Inc.",Kildeer,IL,60047,Chicago,WBE,"NAICS	423210	Furniture Merchant Wholesalers"
"Midwest Public Safety Psychological Services, LTD",Chicago,IL,"	60631",CMS,WMBE,African American,Female,"NIGP	95262	Mental Health Services: Vocational, Residential, etc.","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,WBE,African American,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,MBE,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)"
"Midwest Public Safety Psychological Services, LTD",Chicago,IL,"	60631",CMS,WMBE,African American,Female,"NIGP	95262	Mental Health Services: Vocational, Residential, etc.","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,MBE,African American,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,MBE,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)"
"Midwest Public Safety Psychological Services, LTD",Chicago,IL,"	60631",CMS,WMBE,African American,Female,"NIGP	95262	Mental Health Services: Vocational, Residential, etc.","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,WBE,African American,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,WBE,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)"
"Midwest Public Safety Psychological Services, LTD",Chicago,IL,"	60631",CMS,WMBE,African American,Female,"NIGP	95262	Mental Health Services: Vocational, Residential, etc.","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,MBE,African American,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)","Midwest Public Safety Psychological Services, LTD",Chicago,IL,60631,Chicago,WBE,"NAICS	621330	Offices of Mental Health Practitioners (except Physicians)"
"Mintex, Inc.",Chicago,IL,"	60612",CMS,MBE,African American,Male,"Collection Services, Financial Debt","Mintex, Inc.",Chicago,IL,60612,Chicago,MBE,African American,NAICS 561440 Collection agencies,"Mintex, Inc.",Chicago,IL,60612,Chicago,DBE,"NAICS	561440 Collection agencies"
"Mintex, Inc.",Chicago,IL,"	60612",CMS,MBE,African American,Male,"Collection Services, Financial Debt","Mintex, Inc.",Chicago,IL,60612,Chicago,MBE,African American,NAICS 561440 Collection agencies,"Mintex, Inc.",Chicago,IL,60612,Chicago,MBE,NAICS 561440 Collection agencies
"Mier Consulting Group, Inc.",Chicago,IL,"	60643",CMS,MBE,Hispanic,Male,"NIGP	25727	Chemical, Biological, Radiological and Nuclear Explosive Weapons and Cyber Attacks	; NIGP	91832	Consulting Services (Not Otherwise Classified)	; NIGP	91875	Management Consulting","Mier Consulting Group, Inc.",Chicago,IL,60643,Chicago,MBE,Hispanic/Latino,"541611	Administrative Management and General Management Consulting Services  ; 541690	Biological consulting services ; 541690	Chemical consulting services ; 541690	Radio consulting services ; 541690	Safety consulting services ; 541690	Security consulting services; ; ","Mier Consulting Group, Inc.",Chicago,IL,60643,Chicago,MBE,"541611	Administrative Management and General Management Consulting Services  ; 541690	Biological consulting services ; 541690	Chemical consulting services ; 541690	Radio consulting services ; 541690	Safety consulting services ; 541690	Security consulting services; ; "
"Milady Construction, Inc.",Evergreen Park,IL,"	60805",CMS,WMBE,African American,Female,"90900 BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES; 91400 CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; 90922	Building Construction, Non-Residential, Office Bldg., etc.; 91427	Carpentry","Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,WBE,African American,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors,"Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,MBE,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors
"Milady Construction, Inc.",Evergreen Park,IL,"	60805",CMS,WMBE,African American,Female,"90900 BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES; 91400 CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; 90922	Building Construction, Non-Residential, Office Bldg., etc.; 91427	Carpentry","Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,MBE,African American,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors,"Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,MBE,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors
"Milady Construction, Inc.",Evergreen Park,IL,"	60805",CMS,WMBE,African American,Female,"90900 BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES; 91400 CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; 90922	Building Construction, Non-Residential, Office Bldg., etc.; 91427	Carpentry","Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,WBE,African American,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors,"Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,WBE,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors
"Milady Construction, Inc.",Evergreen Park,IL,"	60805",CMS,WMBE,African American,Female,"90900 BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES; 91400 CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; 90922	Building Construction, Non-Residential, Office Bldg., etc.; 91427	Carpentry","Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,MBE,African American,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors,"Milady Construction, Inc.",Evergreen Park,IL,60805,Chicago,WBE,236220 - Construction Management; Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors
Miles Development Inc.,Chicago,IL,"	60620",CMS,VOSB,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ;   ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,WMBE,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ; Masonry; Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair Services Including Inside Concrete Sawing and Grouting Work; Coatings, Masonry: Brick, Cinder Block, Concrete, Silicate Protective Coatings and Products; Coatings, Masonry, Brick, Cinder Block, Concrete, etc., Including Silicate Protective Coatings and Products, Environmentally Certified Products",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,VOSB,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ;   ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,WMBE,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ; Masonry; Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair Services Including Inside Concrete Sawing and Grouting Work; Coatings, Masonry: Brick, Cinder Block, Concrete, Silicate Protective Coatings and Products; Coatings, Masonry, Brick, Cinder Block, Concrete, etc., Including Silicate Protective Coatings and Products, Environmentally Certified Products",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,VOSB,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ;   ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,WMBE,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ; Masonry; Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair Services Including Inside Concrete Sawing and Grouting Work; Coatings, Masonry: Brick, Cinder Block, Concrete, Silicate Protective Coatings and Products; Coatings, Masonry, Brick, Cinder Block, Concrete, etc., Including Silicate Protective Coatings and Products, Environmentally Certified Products",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,VOSB,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ;   ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
Miles Development Inc.,Chicago,IL,"	60620",CMS,WMBE,African American,Female,"CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; General Construction ; Masonry; Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair Services Including Inside Concrete Sawing and Grouting Work; Coatings, Masonry: Brick, Cinder Block, Concrete, Silicate Protective Coatings and Products; Coatings, Masonry, Brick, Cinder Block, Concrete, etc., Including Silicate Protective Coatings and Products, Environmentally Certified Products",Miles Development Inc.,Chicago,IL,60620,Chicago,MBE,African American,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; ",Miles Development Inc.,Chicago,IL,60620,Chicago,WBE,"NAICS 236118 Addition, alteration and renovation, multifamily building; residential building; single-family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating), multifamily building; single family housing, general contractors; NAICS 236118 Home improvement (e.g., adding on, remodeling, renovating); NAICS 236118 Home renovation; NAICS 236118 Remodeling and renovating general contractors, multifamily building; residential; single-family housing; NAICS 236118 Porch construction, residential-type; NAICS 236118 Building, residential, addition, alteration and renovation; NAICS 236118 Handyman construction service, residential building; NAICS 236210 Industrial building (except warehouses) construction, general contractors; NAICS 236210 Construction management, industrial building (except warehouses); NAICS 236210 Addition, alteration and renovation, general contractors, industrial building (except warehouses); ; "
"Milhouse Construction, Inc.",Chicago,IL,"	60604",CMS,MBE,Hispanic,Male,"13599	Misc. Building/Construction Materials.	; 90900	BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES	; 90924	Building Construction, Commercial and Institutional	; 96842	General Construction","Milhouse Construction, Inc.",Chicago,IL,60604,Chicago,MBE,African American,"NAICS 236220 Commercial building construction; NAICS 236220 Commercial building construction general contractors; NAICS 236220 Construction management, commercial and institutional building; NAICS 237310 Construction management, highway, road, street and bridge  ; ","Milhouse Construction, Inc.",Chicago,IL,60604,Chicago,MBE,"NAICS 236220 Commercial building construction; NAICS 236220 Commercial building construction general contractors; NAICS 236220 Construction management, commercial and institutional building; NAICS 237310 Construction management, highway, road, street and bridge  ; "
