"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"A2 Landscape Contractors, Inc.","Chicago","IL",60630,"Chicago","WBE","Caucasian","561730 - Landscaping services (except planning)"
"A3 Environmental, LLC.","Lisle","IL",60532,"Chicago","WBE","Caucasian","541620 - Environmental consulting services"
"A9 Consulting Group, LLC","Chicago","IL",60707,"Chicago","WBE","African American","541611 - Administrative Management and General Management Consulting Services; 541612 - Human Resources Consulting Services; 541690 - Security consulting services"
"A9 Consulting Group, LLC","Chicago","IL",60707,"Chicago","MBE","African American","541611 - Administrative Management and General Management Consulting Services; 541612 - Human Resources Consulting Services; 541690 - Security consulting services"
"A9 Consulting Group, LLC","Chicago","IL",60707,"Chicago","WBE","African American","541611 - Administrative Management and General Management Consulting Services; 541612 - Human Resources Consulting Services; 541690 - Security consulting services"
"A9 Consulting Group, LLC","Chicago","IL",60707,"Chicago","MBE","African American","541611 - Administrative Management and General Management Consulting Services; 541612 - Human Resources Consulting Services; 541690 - Security consulting services"
"AAA Engineering, Ltd","Chicago","IL",60641,"Cook County","WBE","Caucasian","54133 - Engineering Services"
"Aaron Bros Moving System, Inc","Chicago","IL",60649,"Chicago","MBE","African American","484210 - Van lines, moving and storage services"
"Aaron Engineering Services","Chicago","IL",60644,"Chicago","WBE","Caucasian","541620 - Environmental consulting services; 562910 - Environmental remediation services"
"AB Transport & Logistics, Inc.","Blue Island","IL",60406,"Chicago","MBE","African American","484110 - General freight trucking, local"
"Abari Construction, Inc.","Bensenville","IL",60106,"Chicago","MBE","Hispanic/Latino","237310 - Abutment construction; 237310 - Asphalt paving (i.e., highway, road, street, public sidewalk); 237310 - Bridge approach construction; 237310 - Bridge construction; 237310 - Bridge decking construction; 237310 - Concrete paving (i.e., highway, road, street, public sidewalk); 237310 - Construction management, highway, road, street and bridge; 237310 - Culverts, highway, road and street, construction; 237310 - Curbs and street gutters, highway, road and street, construction; 237310 - Elevated highway construction; 237310 - Grading, highway, road, street and airport runway; 237310 - Highway construction; 237310 - Highway, Street, and Bridge Construction; 237310 - Overpass construction; 237310 - Parkway construction; 237310 - Pavement, highway, road, street, bridge or airport runway, construction; 237310 - Pothole filling, highway, road, street or bridge; 237310 - Repair, highway, road, street, bridge or airport runway; 237310 - Resurfacing, highway, road, street, bridge or airport runway; 237310 - Sidewalk, public, construction; 237310 - Street construction; 237310 - Surfacing, highway, road, street, bridge or airport runway; 237310 - Underpass construction; 237990 - Drainage project construction; 238110 - Concrete finishing; 238110 - Concrete pouring; 238110 - Concrete repair; 238110 - Concrete resurfacing; 238110 - Footing and foundation concrete contractors; 238120 - Concrete reinforcement placement; 238120 - Placing and tying reinforcing rod at a construction site; 238120 - Precast concrete panel, slab, or form installation; 238120 - Reinforcing rod, bar, mesh and cage installation; 238910 - Concrete breaking and cutting for demolition; 238910 - Demolition contractor; 238910 - Demolition, building and structure; 238990 - Concrete sawing and drilling (except demolition); 484110 - General freight trucking, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Flatbed trucking, local (List truncated due to too many codes)"
"Abatement Materials, Inc.","CHICAGO","IL",60619,"Chicago","MBE","African American","423840 - Industrial Supplies Merchant Wholesalers; 541330 - Environmental engineering services; 541620 - Environmental consulting services"
"Abbott Industries, Inc.","Bensenville","IL",60106,"Chicago","WBE","Caucasian","238220 - Plumbing, Heating, and Air-Conditioning Contractors"
"Abby Supply, Inc.","Oak Park","IL",60301,"Chicago","WBE","African American","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423320 - Drywall supplies merchant wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 423510 - Poles, metal, merchant wholesalers"
"Abby Supply, Inc.","Oak Park","IL",60301,"Chicago","MBE","African American","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423320 - Drywall supplies merchant wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 423510 - Poles, metal, merchant wholesalers"
"Abby Supply, Inc.","Oak Park","IL",60301,"Chicago","WBE","African American","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423320 - Drywall supplies merchant wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 423510 - Poles, metal, merchant wholesalers"
"Abby Supply, Inc.","Oak Park","IL",60301,"Chicago","MBE","African American","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423320 - Drywall supplies merchant wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 423510 - Poles, metal, merchant wholesalers"
"ABC Humane Wildlife Control & Prevention, Inc.","Schaumburg","IL",60173,"Chicago","WBE","Caucasian","114210 - Animal trapping, commercial; 561710 - Bird proofing services; 561710 - Exterminating services; 561710 - Pest control (except agricultural, forestry) services; 561710 - Termite control services"
"Abitua Sewer, Water & Plumbing Inc.","Lake In The Hills","IL",60156,"Chicago","MBE","Hispanic/Latino","237110 - Construction management, water and sewage treatment plant; 237110 - Distribution line, sewer and water, construction; 237110 - Fire hydrant installation; 237110 - Sanitary sewer construction; 237110 - Sewer construction; 237110 - Sewer main, pipe and connection, construction; 237110 - Storm sewer construction; 237110 - Utility line (i.e., sewer, water), construction; 237110 - Water main and line construction; 237110 - Water pumping or lift station construction; 237110 - Hydrant and flushing hydrant installation; 238220 - Bathroom plumbing fixture and sanitary ware installation; 238220 - Boiler, heating, installation; 238220 - Chilled water system installation; 238220 - Drain, waste and vent system installation; 238220 - Drinking fountain installation; 238220 - Gas fitting contractor; 238220 - Gas line installation, individual hookup, contractors; 238220 - Hot water heating system installation; 238220 - Hot water tank installation; 238220 - Household oil storage tank installation; 238220 - Hydronic heating system installation; 238220 - Industrial process piping installation; 238220 - Kitchen sink and hardware installation; 238220 - Mechanical contractors; 238220 - Natural gas piping installation; 238220 - Pipe fitting contractors; 238220 - Plumbers; 238220 - Plumbing and heating contractors; 238220 - Plumbing contractors; 238220 - Plumbing fixture installation; 238220 - Process piping installation; 238220 - Pumping system, water, installation; 238220 - Radiant floor heating equipment installation; 238220 - Sanitary ware installation; 238220 - Sewer hook-up and connection, building; 238220 - Snow melting system (e.g., hot water, glycol) installation; 238220 - Solar heating equipment installation; 238220 - Steam fitting contractors; 238220 - Sump pump installation; 238220 - Water heater installation; 238220 - Water meter installation; 327320 - Concrete batch plants (including temporary); 488490 - Snow clearing, highways and bridges, road transportation (List truncated due to too many codes)"
"ABNA Of Illinois, Inc.","Chicago","IL",60643,"Chicago","MBE","African American","541330 - Engineering services; 541340 - Drafting services; 541360 - Geophysical mapping services; 541360 - Geophysical surveying services; 541370 - Surveying and mapping services (except geophysical); 541380 - Geotechnical testing laboratories or services"
"American Telephone  Technology Incorporated","Chicago","IL",60606,"Chicago","VBE","African American","238210 - Low voltage electrical work"
"American Telephone  Technology Incorporated","Chicago","IL",60606,"Chicago","MBE","African American","238210 - Low voltage electrical work"
"American Telephone  Technology Incorporated","Chicago","IL",60606,"Chicago","BEPD","African American","238210 - Low voltage electrical work"
"Absolute Informatics Inc","BOLINGBROOK","IL",60490,"Chicago","MBE","Asian American","541511 - Custom Computer Programming Services; 541512 - Computer Systems Design Services; 541513 - Computer Facilities Management Services; 541519 - Other Computer Related Services"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","WBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","MBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","WBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","MBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","WBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"Absolutely Anything Essential, LLC","Chicago","IL",60653,"Chicago","MBE","African American","453220 - Gift, Novelty, and Souvenir Stores"
"AC IRON, LLC","LANSING","IL",60438,"Chicago","MBE","Hispanic/Latino","237310 - Highway, Street, and Bridge Construction; 238120 - Structural steel erecting or iron work contractors"
"AC IRON, LLC","LANSING","IL",60438,"Chicago","MBE","Hispanic/Latino","237310 - Highway, Street, and Bridge Construction; 238120 - Structural steel erecting or iron work contractors"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","WBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","MBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","WBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","MBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","WBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accede Solutions Inc","Inverness","IL",60067,"Chicago","MBE","Asian American","561311 - Employment agencies; 561320 - Temporary staffing services"
"Accel Construction Services Group, LLC","Chicago","IL",60614,"Chicago","MBE","Hispanic/Latino","23622 - Commercial and Institutional Building Construction; 541690 - Other Scientific and Technical Consulting Services"
